order_book_id,trading_hours,market_tplus,symbol,exchange,abbrev_symbol,round_lot,type,de_listed_date,listed_date,status,index,base_date,base_point,underlying_symbol
CI005530.INDX,,0.0,中信资产管理Ⅲ,,ZXZCGLS,1.0,INDX,0000-00-00,2019-11-29,Active,507.0,2019-11-29,1000.0,
CI005531.INDX,,0.0,中信多领域控股Ⅲ,,ZXDLYKGS,1.0,INDX,0000-00-00,2019-11-29,Active,508.0,2019-11-29,1000.0,
CI005532.INDX,,0.0,中信网络信贷,,ZXWLXD,1.0,INDX,0000-00-00,2019-11-29,Active,509.0,2019-11-29,1000.0,
CI005533.INDX,,0.0,中信数字金融服务,,ZXSZJRFW,1.0,INDX,0000-00-00,2019-11-29,Active,510.0,2019-11-29,1000.0,
CI005534.INDX,,0.0,中信其他新兴金融服务,,ZXQTXXJRFW,1.0,INDX,0000-00-00,2019-11-29,Active,511.0,2019-11-29,1000.0,
CI005535.INDX,,0.0,中信其他综合金融Ⅲ,,ZXQTZHJRS,1.0,INDX,0000-00-00,2019-11-29,Active,512.0,2019-11-29,1000.0,
CI005536.INDX,,0.0,中信物流综合,,ZXWLZH,1.0,INDX,0000-00-00,2019-11-29,Active,513.0,2019-11-29,1000.0,
CI005537.INDX,,0.0,中信快递,,ZXKD,1.0,INDX,0000-00-00,2019-11-29,Active,514.0,2019-11-29,1000.0,
CI005538.INDX,,0.0,中信集成电路,,ZXJCDL,1.0,INDX,0000-00-00,2019-11-29,Active,515.0,2019-11-29,1000.0,
CI005539.INDX,,0.0,中信分立器件,,ZXFLQJ,1.0,INDX,0000-00-00,2019-11-29,Active,516.0,2019-11-29,1000.0,
CI005540.INDX,,0.0,中信半导体材料,,ZXBDTCL,1.0,INDX,0000-00-00,2019-11-29,Active,517.0,2019-11-29,1000.0,
CI005541.INDX,,0.0,中信半导体设备,,ZXBDTSB,1.0,INDX,0000-00-00,2019-11-29,Active,518.0,2019-11-29,1000.0,
CI005542.INDX,,0.0,中信PCB,,ZXPCB,1.0,INDX,0000-00-00,2019-11-29,Active,519.0,2019-11-29,1000.0,
CI005543.INDX,,0.0,中信被动元件,,ZXBDYJ,1.0,INDX,0000-00-00,2019-11-29,Active,520.0,2019-11-29,1000.0,
CI005544.INDX,,0.0,中信安防,,ZXAF,1.0,INDX,0000-00-00,2019-11-29,Active,521.0,2019-11-29,1000.0,
CI005545.INDX,,0.0,中信LED,,ZXLED,1.0,INDX,0000-00-00,2019-11-29,Active,522.0,2019-11-29,1000.0,
CI005546.INDX,,0.0,中信面板,,ZXMB,1.0,INDX,0000-00-00,2019-11-29,Active,523.0,2019-11-29,1000.0,
CI005547.INDX,,0.0,中信显示零组,,ZXXSLZ,1.0,INDX,0000-00-00,2019-11-29,Active,524.0,2019-11-29,1000.0,
CI005548.INDX,,0.0,中信消费电子组件,,ZXXFDZZJ,1.0,INDX,0000-00-00,2019-11-29,Active,525.0,2019-11-29,1000.0,
CI005549.INDX,,0.0,中信消费电子设备,,ZXXFDZSB,1.0,INDX,0000-00-00,2019-11-29,Active,526.0,2019-11-29,1000.0,
CI005550.INDX,,0.0,中信其他电子零组件Ⅲ,,ZXQTDZLZJS,1.0,INDX,0000-00-00,2019-11-29,Active,527.0,2019-11-29,1000.0,
CI005551.INDX,,0.0,中信-电信运营Ⅲ,,ZX-DXYYS,1.0,INDX,0000-00-00,2019-11-29,Active,528.0,2019-11-29,1000.0,
CI005552.INDX,,0.0,中信动力设备Ⅲ,,ZXDLSBS,1.0,INDX,0000-00-00,2019-11-29,Active,529.0,2019-11-29,1000.0,
CI005553.INDX,,0.0,中信其他通信设备,,ZXQTTXSB,1.0,INDX,0000-00-00,2019-11-29,Active,530.0,2019-11-29,1000.0,
CI005554.INDX,,0.0,中信通信终端及配件Ⅲ,,ZXTXZDJPJS,1.0,INDX,0000-00-00,2019-11-29,Active,531.0,2019-11-29,1000.0,
CI005555.INDX,,0.0,中信网络接配及塔设Ⅲ,,ZXWLJPJTSS,1.0,INDX,0000-00-00,2019-11-29,Active,532.0,2019-11-29,1000.0,
CI005556.INDX,,0.0,中信系统设备Ⅲ,,ZXXTSBS,1.0,INDX,0000-00-00,2019-11-29,Active,533.0,2019-11-29,1000.0,
CI005557.INDX,,0.0,中信-增值服务Ⅲ,,ZX-ZZFWS,1.0,INDX,0000-00-00,2019-11-29,Active,534.0,2019-11-29,1000.0,
CI005558.INDX,,0.0,中信网络覆盖优化与运维Ⅲ,,ZXWLFGYHYYWS,1.0,INDX,0000-00-00,2019-11-29,Active,535.0,2019-11-29,1000.0,
CI005559.INDX,,0.0,中信网络规划设计和工程施工,,ZXWLGHSJHGCSG,1.0,INDX,0000-00-00,2019-11-29,Active,536.0,2019-11-29,1000.0,
CI005560.INDX,,0.0,中信通用计算机设备,,ZXTYJSJSB,1.0,INDX,0000-00-00,2019-11-29,Active,537.0,2019-11-29,1000.0,
CI005561.INDX,,0.0,中信专用计算机设备Ⅲ,,ZXZYJSJSBS,1.0,INDX,0000-00-00,2019-11-29,Active,538.0,2019-11-29,1000.0,
CI005562.INDX,,0.0,中信基础软件及管理办公软件,,ZXJCRJJGLBGRJ,1.0,INDX,0000-00-00,2019-11-29,Active,539.0,2019-11-29,1000.0,
CI005563.INDX,,0.0,中信行业应用软件Ⅲ,,ZXHYYYRJS,1.0,INDX,0000-00-00,2019-11-29,Active,540.0,2019-11-29,1000.0,
CI005564.INDX,,0.0,中信新兴计算机软件,,ZXXXJSJRJ,1.0,INDX,0000-00-00,2019-11-29,Active,541.0,2019-11-29,1000.0,
CI005565.INDX,,0.0,中信云基础设施服务,,ZXYJCSSFW,1.0,INDX,0000-00-00,2019-11-29,Active,542.0,2019-11-29,1000.0,
CI005566.INDX,,0.0,中信云平台服务,,ZXYPTFW,1.0,INDX,0000-00-00,2019-11-29,Active,543.0,2019-11-29,1000.0,
CI005567.INDX,,0.0,中信云软件服务,,ZXYRJFW,1.0,INDX,0000-00-00,2019-11-29,Active,544.0,2019-11-29,1000.0,
CI005568.INDX,,0.0,中信咨询实施及其他服务,,ZXZXSSJQTFW,1.0,INDX,0000-00-00,2019-11-29,Active,545.0,2019-11-29,1000.0,
CI005569.INDX,,0.0,中信产业互联网信息服务,,ZXCYHLWXXFW,1.0,INDX,0000-00-00,2019-11-29,Active,546.0,2019-11-29,1000.0,
CI005570.INDX,,0.0,中信产业互联网平台服务,,ZXCYHLWPTFW,1.0,INDX,0000-00-00,2019-11-29,Active,547.0,2019-11-29,1000.0,
CI005571.INDX,,0.0,中信产业互联网综合服务,,ZXCYHLWZHFW,1.0,INDX,0000-00-00,2019-11-29,Active,548.0,2019-11-29,1000.0,
CI005572.INDX,,0.0,中信广播电视Ⅲ,,ZXGBDSS,1.0,INDX,0000-00-00,2019-11-29,Active,549.0,2019-11-29,1000.0,
CI005573.INDX,,0.0,中信互联网广告营销,,ZXHLWGGYX,1.0,INDX,0000-00-00,2019-11-29,Active,550.0,2019-11-29,1000.0,
CI005574.INDX,,0.0,中信其他广告营销,,ZXQTGGYX,1.0,INDX,0000-00-00,2019-11-29,Active,551.0,2019-11-29,1000.0,
CI005575.INDX,,0.0,中信影视,,ZXYS,1.0,INDX,0000-00-00,2019-11-29,Active,552.0,2019-11-29,1000.0,
CI005576.INDX,,0.0,中信动漫,,ZXDM,1.0,INDX,0000-00-00,2019-11-29,Active,553.0,2019-11-29,1000.0,
CI005577.INDX,,0.0,中信游戏,,ZXYX,1.0,INDX,0000-00-00,2019-11-29,Active,554.0,2019-11-29,1000.0,
CI005578.INDX,,0.0,中信其他文化娱乐,,ZXQTWHYL,1.0,INDX,0000-00-00,2019-11-29,Active,555.0,2019-11-29,1000.0,
CI005579.INDX,,0.0,中信信息搜索与聚合,,ZXXXSSYJH,1.0,INDX,0000-00-00,2019-11-29,Active,556.0,2019-11-29,1000.0,
CI005580.INDX,,0.0,中信社交与互动媒体,,ZXSJYHDMT,1.0,INDX,0000-00-00,2019-11-29,Active,557.0,2019-11-29,1000.0,
CI005581.INDX,,0.0,中信互联网影视音频,,ZXHLWYSYP,1.0,INDX,0000-00-00,2019-11-29,Active,558.0,2019-11-29,1000.0,
CI005800.INDX,,0.0,中信专用材料Ⅱ,,ZXZYCLE,1.0,INDX,0000-00-00,2019-11-29,Active,334.0,2019-11-29,1000.0,
CI005801.INDX,,0.0,中信包装印刷,,ZXBZYS,1.0,INDX,0000-00-00,2019-11-29,Active,336.0,2019-11-29,1000.0,
CI005802.INDX,,0.0,中信家居,,ZXJJ,1.0,INDX,0000-00-00,2019-11-29,Active,337.0,2019-11-29,1000.0,
CI005803.INDX,,0.0,中信文娱轻工Ⅱ,,ZXWYQGE,1.0,INDX,0000-00-00,2019-11-29,Active,339.0,2019-11-29,1000.0,
CI005804.INDX,,0.0,中信-其他轻工Ⅱ,,ZX-QTQGE,1.0,INDX,0000-00-00,2019-11-29,Active,341.0,2019-11-29,1000.0,
CI005805.INDX,,0.0,中信专用机械,,ZXZYJX,1.0,INDX,0000-00-00,2019-11-29,Active,343.0,2019-11-29,1000.0,
CI005806.INDX,,0.0,中信通用设备Ⅱ,,ZXTYSBE,1.0,INDX,0000-00-00,2019-11-29,Active,345.0,2019-11-29,1000.0,
CI005807.INDX,,0.0,中信-仪器仪表Ⅱ,,ZX-YQYBE,1.0,INDX,0000-00-00,2019-11-29,Active,346.0,2019-11-29,1000.0,
CI005808.INDX,,0.0,中信电气设备,,ZXDQSB,1.0,INDX,0000-00-00,2019-11-29,Active,348.0,2019-11-29,1000.0,
CI005809.INDX,,0.0,中信电源设备,,ZXDYSB,1.0,INDX,0000-00-00,2019-11-29,Active,350.0,2019-11-29,1000.0,
CI005810.INDX,,0.0,中信新能源动力系统,,ZXXNYDLXT,1.0,INDX,0000-00-00,2019-11-29,Active,352.0,2019-11-29,1000.0,
CI005811.INDX,,0.0,中信一般零售,,ZXYBLS,1.0,INDX,0000-00-00,2019-11-29,Active,354.0,2019-11-29,1000.0,
CI005812.INDX,,0.0,中信-贸易Ⅱ,,ZX-MYE,1.0,INDX,0000-00-00,2019-11-29,Active,356.0,2019-11-29,1000.0,
CI005813.INDX,,0.0,中信专营连锁,,ZXZYLS,1.0,INDX,0000-00-00,2019-11-29,Active,358.0,2019-11-29,1000.0,
CI005814.INDX,,0.0,中信电商及服务Ⅱ,,ZXDSJFWE,1.0,INDX,0000-00-00,2019-11-29,Active,359.0,2019-11-29,1000.0,
CI005815.INDX,,0.0,中信专业市场经营Ⅱ,,ZXZYSCJYE,1.0,INDX,0000-00-00,2019-11-29,Active,361.0,2019-11-29,1000.0,
CI005816.INDX,,0.0,中信教育Ⅱ,,ZXJYE,1.0,INDX,0000-00-00,2019-11-29,Active,363.0,2019-11-29,1000.0,
CI005817.INDX,,0.0,中信综合服务,,ZXZHFW,1.0,INDX,0000-00-00,2019-11-29,Active,365.0,2019-11-29,1000.0,
CI005818.INDX,,0.0,中信-小家电Ⅱ,,ZX-XJDE,1.0,INDX,0000-00-00,2019-11-29,Active,367.0,2019-11-29,1000.0,
CI005819.INDX,,0.0,中信照明电工及其他,,ZXZMDGJQT,1.0,INDX,0000-00-00,2019-11-29,Active,369.0,2019-11-29,1000.0,
CI005820.INDX,,0.0,中信厨房电器Ⅱ,,ZXCFDQE,1.0,INDX,0000-00-00,2019-11-29,Active,371.0,2019-11-29,1000.0,
CI005821.INDX,,0.0,中信品牌服饰Ⅱ,,ZXPPFSE,1.0,INDX,0000-00-00,2019-11-29,Active,372.0,2019-11-29,1000.0,
CI005822.INDX,,0.0,中信饮料,,ZXYL,1.0,INDX,0000-00-00,2019-11-29,Active,374.0,2019-11-29,1000.0,
CI005823.INDX,,0.0,中信食品Ⅱ,,ZXSPE,1.0,INDX,0000-00-00,2019-11-29,Active,376.0,2019-11-29,1000.0,
CI005824.INDX,,0.0,中信种植业,,ZXZZY,1.0,INDX,0000-00-00,2019-11-29,Active,378.0,2019-11-29,1000.0,
CI005825.INDX,,0.0,中信林业Ⅱ,,ZXLYE,1.0,INDX,0000-00-00,2019-11-29,Active,381.0,2019-11-29,1000.0,
CI005826.INDX,,0.0,中信农产品加工Ⅱ,,ZXNCPJGE,1.0,INDX,0000-00-00,2019-11-29,Active,383.0,2019-11-29,1000.0,
CI005827.INDX,,0.0,中信区域性银行,,ZXQYXYH,1.0,INDX,0000-00-00,2019-11-29,Active,384.0,2019-11-29,1000.0,
CI005828.INDX,,0.0,中信多元金融,,ZXDYJR,1.0,INDX,0000-00-00,2019-11-29,Active,386.0,2019-11-29,1000.0,
CI005829.INDX,,0.0,中信房地产服务,,ZXFDCFW,1.0,INDX,0000-00-00,2019-11-29,Active,388.0,2019-11-29,1000.0,
CI005830.INDX,,0.0,中信资产管理Ⅱ,,ZXZCGLE,1.0,INDX,0000-00-00,2019-11-29,Active,389.0,2019-11-29,1000.0,
CI005831.INDX,,0.0,中信多领域控股Ⅱ,,ZXDLYKGE,1.0,INDX,0000-00-00,2019-11-29,Active,391.0,2019-11-29,1000.0,
CI005832.INDX,,0.0,中信新兴金融服务Ⅱ,,ZXXXJRFWE,1.0,INDX,0000-00-00,2019-11-29,Active,393.0,2019-11-29,1000.0,
CI005833.INDX,,0.0,中信其他综合金融Ⅱ,,ZXQTZHJRE,1.0,INDX,0000-00-00,2019-11-29,Active,395.0,2019-11-29,1000.0,
CI005834.INDX,,0.0,中信半导体,,ZXBDT,1.0,INDX,0000-00-00,2019-11-29,Active,397.0,2019-11-29,1000.0,
CI005835.INDX,,0.0,中信元器件,,ZXYQJ,1.0,INDX,0000-00-00,2019-11-29,Active,399.0,2019-11-29,1000.0,
CI005836.INDX,,0.0,中信光学光电,,ZXGXGD,1.0,INDX,0000-00-00,2019-11-29,Active,401.0,2019-11-29,1000.0,
CI005837.INDX,,0.0,中信消费电子,,ZXXFDZ,1.0,INDX,0000-00-00,2019-11-29,Active,402.0,2019-11-29,1000.0,
CI005838.INDX,,0.0,中信其他电子零组件Ⅱ,,ZXQTDZLZJE,1.0,INDX,0000-00-00,2019-11-29,Active,405.0,2019-11-29,1000.0,
CI005839.INDX,,0.0,中信-电信运营Ⅱ,,ZX-DXYYE,1.0,INDX,0000-00-00,2019-11-29,Active,406.0,2019-11-29,1000.0,
CI005840.INDX,,0.0,中信-增值服务Ⅱ,,ZX-ZZFWE,1.0,INDX,0000-00-00,2019-11-29,Active,408.0,2019-11-29,1000.0,
CI005841.INDX,,0.0,中信通讯工程服务,,ZXTXGCFW,1.0,INDX,0000-00-00,2019-11-29,Active,410.0,2019-11-29,1000.0,
CI005842.INDX,,0.0,中信计算机设备,,ZXJSJSB,1.0,INDX,0000-00-00,2019-11-29,Active,412.0,2019-11-29,1000.0,
CI005843.INDX,,0.0,中信计算机软件Ⅱ,,ZXJSJRJE,1.0,INDX,0000-00-00,2019-11-29,Active,413.0,2019-11-29,1000.0,
CI005844.INDX,,0.0,中信云服务,,ZXYFW,1.0,INDX,0000-00-00,2019-11-29,Active,415.0,2019-11-29,1000.0,
CI005845.INDX,,0.0,中信产业互联网,,ZXCYHLW,1.0,INDX,0000-00-00,2019-11-29,Active,417.0,2019-11-29,1000.0,
CI005846.INDX,,0.0,中信媒体,,ZXMT,1.0,INDX,0000-00-00,2019-11-29,Active,419.0,2019-11-29,1000.0,
CI005847.INDX,,0.0,中信广告营销,,ZXGGYX,1.0,INDX,0000-00-00,2019-11-29,Active,420.0,2019-11-29,1000.0,
CI005848.INDX,,0.0,中信文化娱乐,,ZXWHYL,1.0,INDX,0000-00-00,2019-11-29,Active,422.0,2019-11-29,1000.0,
CI005849.INDX,,0.0,中信互联网媒体,,ZXHLWMT,1.0,INDX,0000-00-00,2019-11-29,Active,424.0,2019-11-29,1000.0,
CI005901.INDX,,0.0,中信证券-上游,,ZXZQSY,1.0,INDX,0000-00-00,2010-06-29,Active,,2004-12-31,1000.0,
CI005902.INDX,,0.0,中信证券-中游,,ZXZQZY,1.0,INDX,0000-00-00,2010-06-29,Active,,2004-12-31,1000.0,
CI005903.INDX,,0.0,中信证券-下游,,ZXZQXY,1.0,INDX,0000-00-00,2010-06-29,Active,,2004-12-31,1000.0,
CI005904.INDX,,0.0,中信证券-基础设施及建设,,ZXZQJCSSJZS,1.0,INDX,0000-00-00,2010-06-29,Active,,2004-12-31,1000.0,
CI005905.INDX,,0.0,中信证券-TMT,,ZXZQTMT,1.0,INDX,0000-00-00,2010-06-29,Active,,2004-12-31,1000.0,
CI005909.INDX,,0.0,中信组合-金融地产,,ZX,1.0,INDX,0000-00-00,2013-06-06,Active,,2004-12-31,1000.0,
CI005917.INDX,,0.0,中信风格-金融,,ZX,1.0,INDX,0000-00-00,2013-06-06,Active,,2004-12-31,1000.0,
CI005918.INDX,,0.0,中信风格-周期,,ZX,1.0,INDX,0000-00-00,2013-06-06,Active,,2004-12-31,1000.0,
CI005919.INDX,,0.0,中信风格-消费,,ZX,1.0,INDX,0000-00-00,2013-06-06,Active,,2004-12-31,1000.0,
CI005920.INDX,,0.0,中信风格-成长,,ZX,1.0,INDX,0000-00-00,2013-06-06,Active,,2004-12-31,1000.0,
CI005921.INDX,,0.0,中信风格-稳定,,ZX,1.0,INDX,0000-00-00,2013-06-06,Active,,2004-12-31,1000.0,
CI005925.INDX,,0.0,中信-周期产业,,ZXZQCY,1.0,INDX,0000-00-00,2019-11-29,Active,,2004-12-31,1000.0,
CI005926.INDX,,0.0,中信-制造产业,,ZXZZCY,1.0,INDX,0000-00-00,2019-11-29,Active,,2004-12-31,1000.0,
CI005927.INDX,,0.0,中信-基础设施与地产产业,,ZXJCSSYDCCY,1.0,INDX,0000-00-00,2019-11-29,Active,,2004-12-31,1000.0,
CI005928.INDX,,0.0,中信-消费产业,,ZXXFCY,1.0,INDX,0000-00-00,2019-11-29,Active,,2004-12-31,1000.0,
CI005929.INDX,,0.0,中信-科技产业,,ZXKJCY,1.0,INDX,0000-00-00,2019-11-29,Active,,2004-12-31,1000.0,
CI005930.INDX,,0.0,中信-医疗健康产业,,ZXYLJKCY,1.0,INDX,0000-00-00,2019-11-29,Active,,2004-12-31,1000.0,
CI005931.INDX,,0.0,中信-金融产业,,ZXJRCY,1.0,INDX,0000-00-00,2019-11-29,Active,,2004-12-31,1000.0,
CN6112.INDX,"09:31-11:30,13:01-15:00",0.0,货基指数,,HJZS,1.0,INDX,0000-00-00,2015-08-06,,,2003-12-31,1000.0,
CSI300.INDX,"09:31-11:30,13:01-15:00",0.0,沪深300,XSHG,HSSLL,1.0,INDX,0000-00-00,2005-04-08,,,,,
CSI500.INDX,"09:31-11:30,13:01-15:00",0.0,中证500,XSHG,ZZWLL,1.0,INDX,0000-00-00,2007-01-15,,,,,
H00009.INDX,,0.0,上证380全收益,,SZ380QSY,1.0,INDX,0000-00-00,2010-11-29,Active,5.0,2003-12-31,1000.0,
H00010.INDX,,0.0,180收益,,180SY,1.0,INDX,0000-00-00,2002-07-01,Active,6.0,2002-06-28,3299.06,
H00012.XSHG,"09:31-11:30,13:01-15:00",0.0,上证国债指数(净价),,GZZSJ,1.0,INDX,0000-00-00,2018-01-02,Active,,2012-12-31,100.0,
H00013.XSHG,"09:31-11:30,13:01-15:00",0.0,上证企业债指数(净价),,QZZSJ,1.0,INDX,0000-00-00,2018-01-02,Active,,2012-12-31,100.0,
H00015.INDX,,0.0,红利收益,,HLSY,1.0,INDX,0000-00-00,2005-01-04,Active,7.0,2004-12-31,1000.0,
H00016.INDX,,0.0,50收益,,50SY,1.0,INDX,0000-00-00,2004-01-02,Active,8.0,2003-12-31,1000.0,
H00018.INDX,,0.0,180金收,,180JS,1.0,INDX,0000-00-00,2007-12-10,Active,9.0,2002-06-28,1000.0,
H00019.INDX,,0.0,治理收益,,ZLSY,1.0,INDX,0000-00-00,2008-01-02,Active,10.0,2007-06-29,1000.0,
H00020.INDX,,0.0,中企收益,,ZQSY,1.0,INDX,0000-00-00,2008-05-12,Active,11.0,2007-12-28,1000.0,
H00021.INDX,,0.0,180治收,,180ZS,1.0,INDX,0000-00-00,2008-09-10,Active,12.0,2007-06-29,1000.0,
H00022.XSHG,"09:31-11:30,13:01-15:00",0.0,上证公司债指数(净价),,HGSZJ,1.0,INDX,0000-00-00,2018-01-02,Active,,2012-12-31,100.0,
H00025.INDX,,0.0,180基收,,180JS,1.0,INDX,0000-00-00,2008-12-15,Active,13.0,2002-06-28,1000.0,
H00026.INDX,,0.0,180资收,,180ZS,1.0,INDX,0000-00-00,2008-12-15,Active,14.0,2002-06-28,1000.0,
H00027.INDX,,0.0,180运收,,180YS,1.0,INDX,0000-00-00,2008-12-15,Active,15.0,2002-06-28,1000.0,
H00028.INDX,,0.0,180成收,,180CS,1.0,INDX,0000-00-00,2009-01-09,Active,16.0,2002-06-28,1000.0,
H00029.INDX,,0.0,180价收,,180JS,1.0,INDX,0000-00-00,2009-01-09,Active,17.0,2002-06-28,1000.0,
H00030.INDX,,0.0,180R成收,,180RCS,1.0,INDX,0000-00-00,2009-01-09,Active,18.0,2002-06-28,1000.0,
H00031.INDX,,0.0,180R价收,,180RJS,1.0,INDX,0000-00-00,2009-01-09,Active,19.0,2002-06-28,1000.0,
H00032.INDX,,0.0,上证能收,,SZNS,1.0,INDX,0000-00-00,2009-01-09,Active,20.0,2003-12-31,1000.0,
H00033.INDX,,0.0,上证材收,,SZCS,1.0,INDX,0000-00-00,2009-01-09,Active,21.0,2003-12-31,1000.0,
H00034.INDX,,0.0,上证工收,,SZGS,1.0,INDX,0000-00-00,2009-01-09,Active,22.0,2003-12-31,1000.0,
H00035.INDX,,0.0,上证可收,,SZKS,1.0,INDX,0000-00-00,2009-01-09,Active,23.0,2003-12-31,1000.0,
H00036.INDX,,0.0,上证消收,,SZXS,1.0,INDX,0000-00-00,2009-01-09,Active,24.0,2003-12-31,1000.0,
H00037.INDX,,0.0,上证医收,,SZYS,1.0,INDX,0000-00-00,2009-01-09,Active,25.0,2003-12-31,1000.0,
H00038.INDX,,0.0,上证金收,,SZJS,1.0,INDX,0000-00-00,2009-01-09,Active,26.0,2003-12-31,1000.0,
H00039.INDX,,0.0,上证信收,,SZXS,1.0,INDX,0000-00-00,2009-01-09,Active,27.0,2003-12-31,1000.0,
H00040.INDX,,0.0,上证通信全收益,,SZTXQSY,1.0,INDX,0000-00-00,2009-01-09,Active,28.0,2003-12-31,1000.0,
H00041.INDX,,0.0,上证公收,,SZGS,1.0,INDX,0000-00-00,2009-01-09,Active,29.0,2003-12-31,1000.0,
H00042.INDX,,0.0,上证央收,,SZYS,1.0,INDX,0000-00-00,2009-03-30,Active,30.0,2008-12-31,1000.0,
H00043.INDX,,0.0,超大收,,CDS,1.0,INDX,0000-00-00,2009-04-23,Active,31.0,2003-12-31,1000.0,
H00044.INDX,,0.0,上证中收,,SZZS,1.0,INDX,0000-00-00,2009-07-03,Active,32.0,2003-12-31,1000.0,
H00045.INDX,,0.0,上证小收,,SZXS,1.0,INDX,0000-00-00,2009-07-03,Active,33.0,2003-12-31,1000.0,
H00046.INDX,,0.0,上中小收,,SZXS,1.0,INDX,0000-00-00,2009-07-03,Active,34.0,2003-12-31,1000.0,
H00047.INDX,,0.0,上证全收,,SZQS,1.0,INDX,0000-00-00,2009-07-03,Active,35.0,2003-12-31,1000.0,
H00048.INDX,,0.0,责任指收,,ZRZS,1.0,INDX,0000-00-00,2009-08-05,Active,36.0,2009-06-30,1000.0,
H00049.INDX,,0.0,上民企收,,SMQS,1.0,INDX,0000-00-00,2009-08-25,Active,37.0,2009-06-30,1000.0,
H00050.INDX,,0.0,50等权全收益,,50DQQSY,1.0,INDX,0000-00-00,2011-01-04,Active,38.0,2003-12-31,1000.0,
H00051.INDX,,0.0,180等收,,180DS,1.0,INDX,0000-00-00,2011-05-24,Active,39.0,2002-06-28,3299.06,
H00052.INDX,,0.0,50基本全收益,,50JBQSY,1.0,INDX,0000-00-00,2012-01-09,Active,40.0,2003-12-31,1000.0,
H00053.INDX,,0.0,180基本全收益,,180JBQSY,1.0,INDX,0000-00-00,2012-01-09,Active,41.0,2002-06-28,3299.06,
H00054.INDX,,0.0,上证海外全收益,,SZHWQSY,1.0,INDX,0000-00-00,2010-01-04,Active,42.0,2006-12-29,1000.0,
H00055.INDX,,0.0,上证地企全收益,,SZDQQSY,1.0,INDX,0000-00-00,2010-01-04,Active,43.0,2009-06-30,1000.0,
H00056.INDX,,0.0,上证国企全收益,,SZGQQSY,1.0,INDX,0000-00-00,2010-01-04,Active,44.0,2009-06-30,1000.0,
H00057.INDX,,0.0,全指成长全收益,,QZCZQSY,1.0,INDX,0000-00-00,2010-01-04,Active,45.0,2003-12-31,1000.0,
H00058.INDX,,0.0,全指价值全收益,,QZJZQSY,1.0,INDX,0000-00-00,2010-01-04,Active,46.0,2003-12-31,1000.0,
H00059.INDX,,0.0,全R成长全收益,,QRCZQSY,1.0,INDX,0000-00-00,2010-01-04,Active,47.0,2003-12-31,1000.0,
H00060.INDX,,0.0,全R价值全收益,,QRJZQSY,1.0,INDX,0000-00-00,2010-01-04,Active,48.0,2003-12-31,1000.0,
H00061.XSHG,"09:31-11:30,13:01-15:00",0.0,上证企债30指数(净价),,HQZ30J,1.0,INDX,0000-00-00,2018-01-02,Active,,2012-12-31,100.0,
H00062.INDX,,0.0,上证沪企全收益,,SZHQQSY,1.0,INDX,0000-00-00,2010-01-04,Active,49.0,2005-12-31,1000.0,
H00063.INDX,,0.0,上证周期全收益,,SZZQQSY,1.0,INDX,0000-00-00,2010-02-03,Active,50.0,2003-12-31,1000.0,
H00064.INDX,,0.0,非周期全收益,,FZQQSY,1.0,INDX,0000-00-00,2010-02-03,Active,51.0,2003-12-31,1000.0,
H00065.INDX,,0.0,上证龙头全收益,,SZLTQSY,1.0,INDX,0000-00-00,2010-02-09,Active,52.0,2003-12-31,1000.0,
H00066.INDX,,0.0,上证商品全收益,,SZSPQSY,1.0,INDX,0000-00-00,2010-04-30,Active,53.0,2003-12-31,1000.0,
H00067.INDX,,0.0,上证新兴全收益,,SZXXQSY,1.0,INDX,0000-00-00,2010-04-30,Active,54.0,2003-12-31,1000.0,
H00068.INDX,,0.0,上证资源全收益,,SZZYQSY,1.0,INDX,0000-00-00,2010-05-28,Active,55.0,2003-12-31,1000.0,
H00069.INDX,,0.0,消费80全收益,,XF80QSY,1.0,INDX,0000-00-00,2010-05-28,Active,56.0,2003-12-31,1000.0,
H00070.INDX,,0.0,能源等权全收益,,NYDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,57.0,2003-12-31,1000.0,
H00071.INDX,,0.0,材料等权全收益,,CLDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,58.0,2003-12-31,1000.0,
H00072.INDX,,0.0,工业等权全收益,,GYDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,59.0,2003-12-31,1000.0,
H00073.INDX,,0.0,可选等权全收益,,KXDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,60.0,2003-12-31,1000.0,
H00074.INDX,,0.0,消费等权全收益,,XFDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,61.0,2003-12-31,1000.0,
H00075.INDX,,0.0,医药等权全收益,,YYDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,62.0,2003-12-31,1000.0,
H00076.INDX,,0.0,金融等权全收益,,JRDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,63.0,2003-12-31,1000.0,
H00077.INDX,,0.0,信息等权全收益,,XXDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,64.0,2003-12-31,1000.0,
H00078.INDX,,0.0,通信等权全收益,,TXDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,65.0,2003-12-31,1000.0,
H00079.INDX,,0.0,公用等权全收益,,GYDQQSY,1.0,INDX,0000-00-00,2010-08-18,Active,66.0,2003-12-31,1000.0,
